"Código","Nombre","Díametro Exterior","Espesor Nominal","Largo Mínimo","Largo Máximo","Tipo Costura","Tipo de Acero","Tratamiento Térmico","Norma","Forma","Rubro","Materia prima"
"C0000151","60,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","60.3","4","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000152","60,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","60.3","4","9000","9000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000153","60,30 x 4,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","60.3","4","12000","12000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000154","60,30 x 4,25 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","60.3","4.25","12000","12000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000155","60,30 x 4,75 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","60.3","4.75","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000156","60,30 x 4,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","60.3","4.75","12000","12000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000157","60,30 x 4,75 x CC RI LC SAE 1010 DIN 2394 (6000/6400)","60.3","4.75","6000","6400","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000158","60,30 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","60.3","5","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000159","60,30 x 5,15 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","60.3","5.15","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000160","60,30 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6400)","60.3","5.3","6000","6400","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000161","60,30 x 5,50 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","60.3","5.5","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000162","60,30 x 5,70 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","60.3","5.7","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000163","60,30 x 6,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","60.3","6","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000164","60,30 x 6,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","60.3","6.35","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000165","60,30 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","60.3","6.35","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000166","63,50 x 1,60 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","63.5","1.6","6000","6000","CC RI","SAE 1004/1008","LF","IRAM 500-2590","","","mp"
"C0000167","63,50 x 1,80 x CC RI LC SAE 1004/1008 IRAM 500-2590 (7000/7000)","63.5","1.8","7000","7000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000168","63,50 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","63.5","2","6000","6000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","","","mp"
"C0000169","63,50 x 2,25 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (12000/12000)","63.5","2.25","12000","12000","CC RI","SAE 1010","LC","DIN 2394/ EN10305-3","","","mp"
"C0000170","63,50 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","63.5","2.35","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000171","63,50 x 2,50 x CC RI DEC SAE 1004/1008 IRAM 500-2590 (6000/6000)","63.5","2.5","6000","6000","CC RI","SAE 1004/1008","DEC","IRAM 500-2590","","","mp"
"C0000172","63,50 x 2,85 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","63.5","2.85","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000173","63,50 x 3,20 x CC RI DEC SAE 1004/1008 IRAM 500-2590 (6000/6000)","63.5","3.2","6000","6000","CC RI","SAE 1004/1008","DEC","IRAM 500-2590","","","mp"
"C0000174","63,50 x 3,25 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","63.5","3.25","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000175","63,50 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","63.5","3.55","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000176","63,50 x 3,85 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","63.5","3.85","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000177","63,50 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","63.5","4","9000","9000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000178","63,50 x 4,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","63.5","4","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000179","63,50 x 4,25 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","63.5","4.25","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000180","63,50 x 4,25 x CC RI LC SAE 1010 DIN 2394 (9000/9000)","63.5","4.25","9000","9000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000181","63,50 x 4,55 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","63.5","4.55","9000","9000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000182","63,50 x 4,75 x CC RI LC SAE 1010 DIN 2394 (9000/9000)","63.5","4.75","9000","9000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000183","63,50 x 6,50 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","63.5","6.5","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000184","69,85 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (11700/11700)","69.85","3.2","11700","11700","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000185","70,00 x 2,25 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","70","2.25","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000186","70,00 x 3,00 x CC RI SAE 1010 (11700/11700)","70","3","11700","11700","CC RI","SAE 1010","","","","","mp"
"C0000187","70,00 x 6,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","70","6.3","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000188","70,00 x 6,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","70","6.35","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000189","70,00 x 6,80 x CC RI LC SAE 1020 (4100/4100)","70","6.8","4100","4100","CC RI","SAE 1020","LC","","","","mp"
"C0000190","70,00 x 6,80 x CC RI SAE 1020 (7600/7600)","70","6.8","7600","7600","CC RI","SAE 1020","","","","","mp"
"C0000191","70,00 x 7,00 x CC RI LC SAE 1021 EN 10305-3 E235+N (3900/3900)","70","7","3900","3900","CC RI","SAE 1021","LC","EN 10305-3 E235+N","","","mp"
"C0000192","70,00 x 7,00 x CC RI LC SAE 1021 EN 10305-3 E235+N (4600/4600)","70","7","4600","4600","CC RI","SAE 1021","LC","EN 10305-3 E235+N","","","mp"
"C0000193","70,00 x 7,00 x CC RI LC SAE 1021 EN 10305-3 E235+N (5100/5100)","70","7","5100","5100","CC RI","SAE 1021","LC","EN 10305-3 E235+N","","","mp"
"C0000194","70,00 x 7,00 x CC RI LC SAE 1021 EN 10305-3 E275+N (7300/7300)","70","7","7300","7300","CC RI","SAE 1021","LC","EN 10305-3 E275+N","","","mp"
"C0000195","70,00 x 7,00 x CC RI LC SAE 1020 DIN 2394 (7600/7600)","70","7","7600","7600","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000196","73,20 x 3,20 x CC RI LC SAE 1004/1008 DIN 2394 (12000/12000)","73.2","3.2","12000","12000","CC RI","SAE 1004/1008","LC","DIN 2394","","","mp"
"C0000197","73,00 x 4,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","73","4","6400","6400","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000198","73,00 x 4,75 x CC RI LC SAE 1020 DIN 2394 (6400/6400)","73","4.75","6400","6400","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000199","73,00 x 4,75 x CC RI LC SAE 1010 DIN 2394 (6400/6400)","73","4.75","6400","6400","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000200","73,20 x 4,75 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","73.2","4.75","6400","6400","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000201","73,20 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","73.2","5","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000202","73,20 x 5,15 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","73.2","5.15","6000","6400","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000203","73,20 x 5,50 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","73.2","5.5","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000204","73,00 x 6,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","73","6.3","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000205","73,20 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6400/6400)","73.2","6.35","6400","6400","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000206","73,00 x 7,01 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A 2 1/2"" SCH 80 (6400/6400)","73","7.01","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000207","76,20 x 1,80 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","76.2","1.8","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000208","76,20 x 2,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","76.2","2","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000209","76,20 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","76.2","2.35","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000210","76,20 x 2,50 x CC RI DEC F-24   IRAM 500-2590 (6000/6000)","76.2","2.5","6000","6000","CC RI","F-24  ","DEC","IRAM 500-2590","","","mp"
"C0000211","76,20 x 2,60 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","76.2","2.6","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000212","76,20 x 2,65 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","76.2","2.65","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000213","76,20 x 3,20 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","76.2","3.2","12000","12000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000214","76,20 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","76.2","3.55","12000","12000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000215","76,20 x 3,65 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","76.2","3.65","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000216","76,20 x 3,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","76.2","3.75","12000","12000","CC RI","SAE 1010","LC","DIN 2394","REDONDO","PARA TREFILAR","mp"
"C0000217","76,20 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","76.2","4","9000","9000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000218","76,20 x 4,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","76.2","4","12000","12000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000219","76,20 x 4,75 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","76.2","4.75","12000","12000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000220","76,20 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","76.2","5.3","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000221","76,20 x 6,30 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","76.2","6.3","6000","6000","CC RI","SAE 1008/1010  ","LC","DIN 2394","","","mp"
"C0000222","76,20 x 6,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","76.2","6.35","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000223","82,55 x 3,75 x CC RI LC SAE 1008/1010   (12000/12000)","82.55","3.75","12000","12000","CC RI","SAE 1008/1010  ","LC","","","","mp"
"C0000224","82,55 x 4,25 x CC RI LC SAE 1008/1010   (12000/12000)","82.55","4.25","12000","12000","CC RI","SAE 1008/1010  ","LC","","","","mp"
"C0000225","82,55 x 4,75 x CC RI LC SAE 1008/1010   (12000/12000)","82.55","4.75","12000","12000","CC RI","SAE 1008/1010  ","LC","","","","mp"
"C0000226","88,90 x 2,25 x CC RI LC SAE 1004/1008 (6000/6000)","88.9","2.25","6000","6000","CC RI","SAE 1004/1008","LC","","","","mp"
"C0000227","88,90 x 2,25 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","88.9","2.25","6000","6000","CC RI","SAE 1020","LC","DIN 2394","","","mp"
"C0000228","88,90 x 3,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","88.9","3","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000229","88,90 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","88.9","3.2","6000","6400","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000230","88,90 x 3,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","88.9","3.35","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000231","88,90 x 3,75 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","88.9","3.75","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000232","88,90 x 4,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","88.9","4","6000","6000","CC RI","SAE 1004/1008","LC","IRAM 500-2590","","","mp"
"C0000233","88,90 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","88.9","5","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000234","88,90 x 5,15 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","88.9","5.15","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000235","88,90 x 5,30 x CC RI (6000/6000)","88.9","5.3","6000","6000","CC RI","","","","","","mp"
"C0000236","88,90 x 5,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","88.9","5.5","6000","6000","CC RI","SAE 1010","LC","DIN 2394","","","mp"
"C0000237","100,00 x 6,35 x CC (13000/13000)","100","6.35","13000","13000","CC","","","","","","mp"
"C0000238","101,60 x 3,50 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","101.6","3.5","12000","12000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000239","101,60 x 3,75 x CC RI LC SAE 1008/1010   DIN 2394 (12000/12000)","101.6","3.75","12000","12000","CC RI","SAE 1008/1010  ","LC","DIN 2394","","","mp"
"C0000240","114,30 x 3,35 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","114.3","3.35","6000","6000","CC RI","SAE 1008/1010  ","LC","DIN 2394","","","mp"
"C0000241","114,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","114.3","4","6400","6400","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000242","114,30 x 4,25 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","114.3","4.25","6000","6000","CC RI","SAE 1008/1010  ","LC","DIN 2394","","","mp"
"C0000243","114,30 x 5,85 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","114.3","5.85","12000","12000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000244","120,00 x 6,30 x CC (13000/13000)","120","6.3","13000","13000","CC","","","","","","mp"
"C0000245","127,00 x 4,75 x CC RI LC SAE 1010 (12000/12000)","127","4.75","12000","12000","CC RI","SAE 1010","LC","","","","mp"
"C0000246","139,70 x 4,75 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (12000/12000)","139.7","4.75","12000","12000","CC RI","SAE 1004/1008","LC","ASTM A 53 Gr A","","","mp"
"C0000247","140,00 x 6,35 x CC LC (13000/13000)","140","6.35","13000","13000","CC","","LC","","","","mp"
"C0000248","168,30 x 7,11 x CC LC 6"" SCH 40 (13000/13000)","168.3","7.11","13000","13000","CC","","LC","","","","mp"
"C0000249","180,00 x 6,30 x CC (13000/13000)","180","6.3","13000","13000","CC","","","","","","mp"
"C0000250","323,80 x 10,31 x CC RI SAE 1008/1010   API 5L / A53 12"" SCH 40 (12000/12000)","323.8","10.31","12000","12000","CC RI","SAE 1008/1010  ","","API 5L / A53","","","mp"
"C0000251","355,60 x 11,13 x CC RI API 5L / A53 14"" SCH 40 (6000/6000)","355.6","11.13","6000","6000","CC RI","","","API 5L / A53","","","mp"
"C0000252","6,00 x 0,70 x LPU (5800/5800)","6","0.7","5800","5800","LPU","","","","","","mp"
"C0000253","58,80 x 4,00 x LPU ST 52-3 DIN 2393  (5050/5510)","58.8","4","5050","5510","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000254","60,30 x 4,75 x LPU ST 52-3 DIN 2393  (5000/7500)","60.3","4.75","5000","7500","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000255","73,50 x 5,00 x LPU ST 52-3 DIN 2393  (7100/11800)","73.5","5","7100","11800","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000256","86,20 x 5,00 x LPU ST 52-3 DIN 2393  (5000/11800)","86.2","5","5000","11800","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000257","98,90 x 5,00 x LPU ST 52-3 DIN 2393  (5000/7250)","98.9","5","5000","7250","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000258","114,30 x 6,35 x LPU ST 52-3 DIN 2393  (5500/6400)","114.3","6.35","5500","6400","LPU","ST 52-3","","DIN 2393 ","","","mp"
"C0000259","125,30 x 5,50 x LPB ST 52-3 DIN 2393  (11200/11600)","125.3","5.5","11200","11600","LPB","ST 52-3","","DIN 2393 ","","","mp"
"C0000260","139,30 x 6,00 x LPB ST 52-3 DIN 2393  (11300/11800)","139.3","6","11300","11800","LPB","ST 52-3","","DIN 2393 ","","","mp"
"C0000261","152,40 x 6,35 x LPB ST 52-3 DIN 2393  (11000/11800)","152.4","6.35","11000","11800","LPB","ST 52-3","","DIN 2393 ","","","mp"
"C0000262","167,40 x 7,50 x LPB ST 52-3 DIN 2393  (10140/11800)","167.4","7.5","10140","11800","LPB","ST 52-3","","DIN 2393 ","","","mp"
"C0000263","218,20 x 7,50 x LPB ST 52-3 DIN 2393  (10400/10800)","218.2","7.5","10400","10800","LPB","ST 52-3","","DIN 2393 ","","","mp"
"C0000264","13,70 x 2,24 x SC SAE 1020 ASTM A 106 1/4"" SCH 40 (5800/5800)","13.7","2.24","5800","5800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000265","13,70 x 3,02 x SC GºB ASTM A 106 1/4"" SCH 80 (5800/5800)","13.7","3.02","5800","5800","SC","GºB","","ASTM A 106","","","mp"
"C0000266","15,87 x 1,50 x SC SAE 1008/1010   ASTM A 179 (5000/5000)","15.87","1.5","5000","5000","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA TREFILAR","mp"
"C0000267","15,87 x 1,50 x SC SAE 1008/1010   ASTM A 179 (6700/6700)","15.87","1.5","6700","6700","SC","SAE 1008/1010  ","","ASTM A 179","REDONDO","PARA TREFILAR","mp"
"C0000268","17,10 x 2,30 x SC GºB ASTM A 106 3/8"" SCH 40 (5800/5800)","17.1","2.3","5800","5800","SC","GºB","","ASTM A 106","","","mp"
"C0000269","17,10 x 3,20 x SC SAE 1020 ASTM A 106 3/8"" SCH 40 (5800/5800)","17.1","3.2","5800","5800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000270","19,05 x 1,65 x SC SAE 1010 ASTM A 179 (4800/4800)","19.05","1.65","4800","4800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000271","19,05 x 1,65 x SC SAE 1010 ASTM A 179 (6200/6200)","19.05","1.65","6200","6200","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000272","19,05 x 1,65 x SC SAE 1010 (12500/12500)","19.05","1.65","12500","12500","SC","SAE 1010","","","","","mp"
"C0000273","19,05 x 2,11 x SC ASTM A 179 (11800/11800)","19.05","2.11","11800","11800","SC","","","ASTM A 179","","","mp"
"C0000274","19,05 x 2,11 x SC SAE 1010 (12000/12500)","19.05","2.11","12000","12500","SC","SAE 1010","","","","","mp"
"C0000275","19,05 x 2,77 x SC ASTM A 179 (11800/11800)","19.05","2.77","11800","11800","SC","","","ASTM A 179","","","mp"
"C0000276","21,30 x 2,22 x SC ASTM A 179 (11800/11800)","21.3","2.22","11800","11800","SC","","","ASTM A 179","","","mp"
"C0000277","21,30 x 2,77 x SC SAE 1010 ASTM A 179 1/2"" SCH 40 (11800/11800)","21.3","2.77","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000278","21,30 x 2,77 x SC SAE 1020 ASTM A 106 1/2"" SCH 40 (11800/11800)","21.3","2.77","11800","11800","SC","SAE 1020","","ASTM A 106","","","mp"
"C0000279","21,30 x 3,73 x SC GºB ASTM A 106 1/2"" SCH 80 (11800/11800)","21.3","3.73","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000280","21,30 x 3,73 x SC SAE 1010 ASTM A 179 1/2"" SCH 80 (11800/11800)","21.3","3.73","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000281","21,30 x 4,78 x SC SAE 1010 ASTM A 179 1/2"" SCH 160 (11800/11800)","21.3","4.78","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000282","21,30 x 4,78 x SC GºB ASTM A 106 1/2"" SCH 160 (11800/11800)","21.3","4.78","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000283","25,40 x 1,77 x SC SAE 1010 ASTM A 179 (11800/11800)","25.4","1.77","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000284","25,40 x 2,11 x SC SAE 1010 ASTM A 179 (11800/11800)","25.4","2.11","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000285","25,40 x 2,77 x SC SAE 1010 ASTM A 179 (5800/5800)","25.4","2.77","5800","5800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000286","25,40 x 3,43 x SC SAE 1010 ASTM A 179 (11800/11800)","25.4","3.43","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000287","25,40 x 4,50 x SC SAE 1010 (12000/12000)","25.4","4.5","12000","12000","SC","SAE 1010","","","","","mp"
"C0000288","26,70 x 2,87 x SC SAE 1010 ASTM A 179 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000289","26,70 x 2,87 x SC GºB ASTM A 106 3/4"" SCH 40 (11800/11800)","26.7","2.87","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000290","26,70 x 3,91 x SC GºB ASTM A 106 3/4"" SCH 80 (11800/11800)","26.7","3.91","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000291","26,70 x 5,56 x SC GºB ASTM A 106 (11800/11800)","26.7","5.56","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000292","26,70 x 7,82 x SC ASTM A 192 3/4"" SCH XXS (5800/5800)","26.7","7.82","5800","5800","SC","","","ASTM A 192","","","mp"
"C0000293","33,40 x 1,90 x SC SAE 1010 ASTM A 179 (11800/11800)","33.4","1.9","11800","11800","SC","SAE 1010","","ASTM A 179","","","mp"
"C0000294","33,40 x 2,90 x SC ASTM A335 P11 (11800/11800)","33.4","2.9","11800","11800","SC","","","ASTM A335 P11","","","mp"
"C0000295","33,40 x 2,90 x SC ASTM A 335 P22 (11800/11800)","33.4","2.9","11800","11800","SC","","","ASTM A 335 P22","","","mp"
"C0000296","33,40 x 2,90 x SC T11 ASTM A 213 (11800/11800)","33.4","2.9","11800","11800","SC","T11","","ASTM A 213","","","mp"
"C0000297","33,40 x 2,90 x SC T22 ASTM A 213 (11800/11800)","33.4","2.9","11800","11800","SC","T22","","ASTM A 213","","","mp"
"C0000298","33,40 x 2,90 x SC SAE 1010 (12000/12000)","33.4","2.9","12000","12000","SC","SAE 1010","","","","","mp"
"C0000299","33,40 x 2,90 x SC SAE 1008 ASTM A 519 (11000/13000)","33.4","2.9","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000300","33,40 x 3,35 x SC SAE 1010 (12000/12000)","33.4","3.35","12000","12000","SC","SAE 1010","","","","","mp"
"C0000301","33,40 x 3,38 x SC GºB ASTM A 106 1"" SCH 40 (11800/11800)","33.4","3.38","11800","11800","SC","GºB","","ASTM A 106","","","mp"
"C0000302","33,40 x 3,38 x SC SAE 1008 ASTM A 519 1"" SCH 40 (11000/13000)","33.4","3.38","11000","13000","SC","SAE 1008","","ASTM A 519","","","mp"
"C0000303","33,40 x 3,38 x SC SAE 1020 ASTM A 519 1"" SCH 40 (11000/13000)","33.4","3.38","11000","13000","SC","SAE 1020","","ASTM A 519","","","mp"
