"Lista de precios","Producto","UOM","Proveedor","Precio"
"VENTA","50,80 x 3,50 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 3,50 x SC SAE 1010 ASTM A 192 (11800/11800)","KILOGRAMO","YIYANG","1.50"
"VENTA","50,80 x 3,50 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,50 x SC SAE 1008 ASTM A 519 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,50 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,35 x CC RI LC SAE 1020 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,20 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,20 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,20 x SC SAE 1008 ASTM A 192 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","TUPER","1.53"
"COMPRA","50,80 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","MARCEGAGLIA BRASIL","1.86"
"VENTA","50,80 x 2,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 2,50 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,50 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","IMCA Y PER","2.51"
"VENTA","50,80 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","IMCA Y PER","1.14"
"VENTA","50,80 x 2,25 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,25 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","TUPER","1.64"
"VENTA","50,80 x 2,25 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,25 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","IMCA Y PER","0.00"
"VENTA","50,80 x 2,00 x CC RI LF SAE 1004/1008 IRAM 500-2590 (7700/7700)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,00 x CC RI LF SAE 1004/1008 IRAM 500-2590 (7700/7700)","KILOGRAMO","ORTIZ","1.38"
"VENTA","50,80 x 2,00 x CC RI LF SAE 1004/1008 IRAM 500-2590 (4100/4100)","KILOGRAMO","","0.00"
"VENTA","50,80 x 2,00 x CC RI LC SAE 1010 EN 10305-3 / E195 + (7700/7700)","KILOGRAMO","","0.00"
"VENTA","50,80 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4100/4100)","KILOGRAMO","","0.00"
"COMPRA","50,80 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4100/4100)","KILOGRAMO","TUPER","1.66"
"VENTA","50,80 x 1,80 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","50,80 x 1,80 x CC RI LF SAE 1004/1008 IRAM 500-2590 (4600/4600)","KILOGRAMO","","0.00"
"VENTA","50,00 x 4,75 x CC (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,50 x 3,10 x CC RI LC (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,50 x 3,10 x CC LC (5700/5700)","KILOGRAMO","","0.00"
"VENTA","48,30 x 8,00 x SC (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 7,14 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 160 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 7,14 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 160 (10000/11800)","KILOGRAMO","TPCO","1.73"
"VENTA","48,30 x 7,14 x SC X42 PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 160 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","48,30 x 7,14 x SC SAE 1020 ASTM A 519 1 1/2"" SCH 160 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 7,14 x SC SAE 1008 ASTM A 519 1 1/2"" SCH 160 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 7,14 x SC GºB ASTM A 106 1 1/2"" SCH 160 (11800/11800)","KILOGRAMO","","2.34"
"REVENDEDOR","48,30 x 7,14 x SC GºB ASTM A 106 1 1/2"" SCH 160 (11800/11800)","KILOGRAMO","","2.41"
"VENTA","48,30 x 7,14 x SC GºB ASTM A 106 / API 5L 1 1/2"" SCH 160 (11800/11800)","KILOGRAMO","","2.34"
"REVENDEDOR","48,30 x 7,14 x SC GºB ASTM A 106 / API 5L 1 1/2"" SCH 160 (11800/11800)","KILOGRAMO","","2.41"
"VENTA","48,30 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 6,35 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","GOLIN","2.16"
"VENTA","48,30 x 6,30 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 6,30 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,70 x SC SAE 1008 ASTM A 519 (4000/4000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,70 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,70 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,60 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 5,60 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","TUBERFIL","1.11"
"COMPRA","48,30 x 5,60 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","TUPER","1.64"
"VENTA","48,30 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 5,30 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","TUBERFIL","1.11"
"VENTA","48,30 x 5,15 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 5,15 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","TENARIS SIAT","2.68"
"VENTA","48,30 x 5,08 x SC X42 PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,08 x SC SAE 1020 ASTM A 519 1 1/2"" SCH 80 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,08 x SC SAE 1020 ASTM A 106 1 1/2"" SCH 80 (11800/11800)","KILOGRAMO","","2.22"
"REVENDEDOR","48,30 x 5,08 x SC SAE 1020 ASTM A 106 1 1/2"" SCH 80 (11800/11800)","KILOGRAMO","","2.29"
"VENTA","48,30 x 5,08 x SC SAE 1010 ASTM A 519 1 1/2"" SCH 80 (11000/13000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 5,08 x SC SAE 1010 ASTM A 519 1 1/2"" SCH 80 (11000/13000)","KILOGRAMO","TENARIS SIDERCA","2.86"
"VENTA","48,30 x 5,08 x SC SAE 1010 1 1/2"" SCH 80 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,08 x SC GºB ASTM A 106 1 1/2"" SCH 80 (5800/6000)","KILOGRAMO","","2.22"
"REVENDEDOR","48,30 x 5,08 x SC GºB ASTM A 106 1 1/2"" SCH 80 (5800/6000)","KILOGRAMO","","2.29"
"VENTA","48,30 x 5,08 x SC GºB ASTM A 106 / API 5L TRICAPADO 3PE CAN/CSA STANDARD Z245.21-14 System B1 1 1/2""","KILOGRAMO","","0.00"
"VENTA","48,30 x 5,08 x SC GºB ASTM A 106 / API 5L 1 1/2"" SCH 80 (11800/11800)","KILOGRAMO","","2.22"
"REVENDEDOR","48,30 x 5,08 x SC GºB ASTM A 106 / API 5L 1 1/2"" SCH 80 (11800/11800)","KILOGRAMO","","2.29"
"VENTA","48,30 x 5,00 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 4,75 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 4,75 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","MARCEGAGLIA BRASIL","1.86"
"VENTA","48,30 x 4,75 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,30 x 4,25 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 4,00 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,85 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,85 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,68 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 40 (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 3,68 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 40 (10000/11800)","KILOGRAMO","ADLER STEEL LTD","1.39"
"COMPRA","48,30 x 3,68 x SC X52 PSL2 ASTM A 106 / API 5L 1 1/2"" SCH 40 (10000/11800)","KILOGRAMO","TPCO","1.74"
"VENTA","48,30 x 3,68 x SC X42 PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,68 x SC SAE 1008 ASTM A 519 1 1/2"" SCH 40 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,68 x SC LC 316 L ASTM A 312 1 1/2"" SCH 40S (6/13)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,68 x SC GºB PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 40 (11800/11800)","KILOGRAMO","","2.20"
"REVENDEDOR","48,30 x 3,68 x SC GºB PSL1 ASTM A 106 / API 5L 1 1/2"" SCH 40 (11800/11800)","KILOGRAMO","","2.27"
"VENTA","48,30 x 3,68 x SC GºB ASTM A 106 1 1/2"" SCH 40 (11800/11800)","KILOGRAMO","","2.20"
"REVENDEDOR","48,30 x 3,68 x SC GºB ASTM A 106 1 1/2"" SCH 40 (11800/11800)","KILOGRAMO","","2.27"
"VENTA","48,30 x 3,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 3,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","TUBERFIL","1.30"
"VENTA","48,30 x 3,50 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (9000/9000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 3,35 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","TUPER","1.53"
"VENTA","48,30 x 3,20 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x CC RI LC ST 52-3 (8800/8880)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,20 x CC RI LC SAE 1004/1008 ASTM A 53 Gr A (8500/8500)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,00 x CC RI LC SAE 1010 DIN 2394 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,00 x CC RI GAL SAE 1010 NBR 5598 BSP (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 3,00 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 3,00 x CC RI GAL SAE 1010 NBR 5597 NPT (6000/6000)","KILOGRAMO","TUPER","2.30"
"VENTA","48,30 x 2,90 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,85 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6400)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,77 x SC 316 L ASTM A 312 1 1/2"" SCH 10 (5800/5800)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 2,77 x SC 316 L ASTM A 312 1 1/2"" SCH 10 (5800/5800)","KILOGRAMO","TUBACEX","6.79"
"VENTA","48,30 x 2,77 x SC 304 L ASTM A 312 1 1/2"" SCH 10 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 2,77 x SC 304 L ASTM A 312 1 1/2"" SCH 10 (11800/11800)","KILOGRAMO","CUMIC","6.02"
"VENTA","48,30 x 2,65 x SC SAE 1020 (8700/8700)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x SC SAE 1020 (6900/6900)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x SC SAE 1020 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x SC SAE 1020 (11200/11200)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x CC RI LC SAE 1021 EN 10305-3 E275+N (6900/6900)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x CC RI LC SAE 1021 EN 10305-3 E275+N (5600/5600)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x CC RI LC SAE 1021 EN 10305-3 E275+N (4300/4300)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,65 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","48,30 x 2,65 x CC RI LC SAE 1008/1010   DIN 2394 (6000/6000)","KILOGRAMO","TUPER","1.60"
"VENTA","48,30 x 2,35 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,30 x 2,25 x CC RI LC SAE 1010 DIN 2394 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,10 x 2,50 x CC RI DEC F-24 SAE 1004/1008 IRAM 500-2590 (6400/6400)","KILOGRAMO","","0.00"
"VENTA","48,00 x 5,50 x CC LC (6700/6700)","KILOGRAMO","","0.00"
"VENTA","47,60 x 6,00 x CC RI LC (6800/6800)","KILOGRAMO","","0.00"
"VENTA","46,50 x 1,75 x CC (4000/4000)","KILOGRAMO","","0.00"
"VENTA","457,20 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH STD (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 9,52 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH STD (10000/11800)","KILOGRAMO","TPCO","1.59"
"VENTA","457,20 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH STD (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 9,52 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH STD (11800/11800)","KILOGRAMO","TPCO","1.61"
"VENTA","457,20 x 9,52 x SC SAE 1020 ASTM A 106 18"" SCH STD (6000/11800)","KILOGRAMO","","2.33"
"REVENDEDOR","457,20 x 9,52 x SC SAE 1020 ASTM A 106 18"" SCH STD (6000/11800)","KILOGRAMO","","2.40"
"VENTA","457,20 x 9,52 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3LPP DIN 30678 18"" SCH STD (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 7,92 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 20 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 7,92 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 20 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.00"
"VENTA","457,20 x 7,92 x SC SAE 1020 ASTM A 106 18"" SCH 20 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","457,20 x 7,92 x CC X52 PSL2 ASTM A 106 / API 5L TRICAPADO 3LPP DIN 30678 18"" SCH 20 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 6,35 x CC LC GºB PSL1 API 5L 18"" SCH 10 (11/13)","KILOGRAMO","","0.00"
"VENTA","457,20 x 45,24 x SC GºB ASTM A 106 18"" SCH 160 (7300/9110)","KILOGRAMO","","2.61"
"REVENDEDOR","457,20 x 45,24 x SC GºB ASTM A 106 18"" SCH 160 (7300/9110)","KILOGRAMO","","2.68"
"VENTA","457,20 x 34,92 x SC GºB ASTM A 106 18"" SCH 120 (5800/11800)","KILOGRAMO","","0.00"
"VENTA","457,20 x 23,83 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 23,83 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","1.88"
"VENTA","457,20 x 23,83 x SC X52 PSL2 API 5L TRICAPADO 18"" SCH 80 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 23,83 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 80 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 23,83 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 80 (11800/11800)","KILOGRAMO","TPCO","2.19"
"VENTA","457,20 x 23,83 x SC SAE 1020 ASTM A 106 18"" SCH 80 (6000/11800)","KILOGRAMO","","2.61"
"REVENDEDOR","457,20 x 23,83 x SC SAE 1020 ASTM A 106 18"" SCH 80 (6000/11800)","KILOGRAMO","","2.68"
"VENTA","457,20 x 23,83 x CC X70 PSL2 API 5L 18"" SCH 80 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 23,83 x CC GºB API 5L TRICAPADO 18"" SCH 80 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 22,23 x CC GºB PSL1 API 5L 18"" (11/13)","KILOGRAMO","","0.00"
"VENTA","457,20 x 19,05 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 19,05 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH 60 (11800/11800)","KILOGRAMO","TPCO","1.94"
"VENTA","457,20 x 19,05 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 60 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 19,05 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 60 (11800/11800)","KILOGRAMO","CUMIC","1.70"
"VENTA","457,20 x 19,05 x SC GºB ASTM A 106 18"" SCH 60 (6000/11800)","KILOGRAMO","","0.00"
"VENTA","457,20 x 19,05 x CC X65 PSL2 API 5L TRICAPADO 18"" SCH 60 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 19,05 x CC X65 PSL2 API 5L 18"" SCH 60 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 40 (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 14,27 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 40 (11800/11800)","KILOGRAMO","ADLER STEEL LTD","1.88"
"VENTA","457,20 x 14,27 x SC GºB ASTM A 106 18"" SCH 40 (7000/11600)","KILOGRAMO","","2.61"
"REVENDEDOR","457,20 x 14,27 x SC GºB ASTM A 106 18"" SCH 40 (7000/11600)","KILOGRAMO","","2.68"
"VENTA","457,20 x 14,27 x CC X65 PSL2 API 5L 18"" SCH 40 (10500/12500)","KILOGRAMO","","0.00"
"VENTA","457,20 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH XS (10000/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 12,70 x SC X52 PSL2 ASTM A 106 / API 5L 18"" SCH XS (10000/11800)","KILOGRAMO","TPCO","1.58"
"VENTA","457,20 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH XS (11800/11800)","KILOGRAMO","","0.00"
"VENTA","457,20 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH XS (11800/11800)","KILOGRAMO","","0.00"
"COMPRA","457,20 x 12,70 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH XS (11800/11800)","KILOGRAMO","ADLER STEEL LTD","2.05"
"VENTA","457,20 x 12,70 x SC GºB ASTM A 106 18"" SCH XS (11800/11800)","KILOGRAMO","","2.61"
"REVENDEDOR","457,20 x 12,70 x SC GºB ASTM A 106 18"" SCH XS (11800/11800)","KILOGRAMO","","2.68"
"VENTA","457,20 x 12,70 x CC LC GºB PSL1 API 5L 18"" SCH XS (11/13)","KILOGRAMO","","0.00"
"VENTA","457,20 x 11,13 x SC X42 PSL1 ASTM A 106 / API 5L 18"" SCH 30 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","457,20 x 11,13 x SC GºB ASTM A 106 18"" SCH 30 (11800/11800)","KILOGRAMO","","0.00"
"VENTA","44,58 x 4,62 x SC SAE 1008/1010   ASTM A 192 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","44,50 x 3,25 x SC (4700/4700)","KILOGRAMO","","0.00"
"VENTA","44,45 x 4,55 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"COMPRA","44,45 x 4,55 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","YIYANG","1.50"
"COMPRA","44,45 x 4,55 x SC SAE 1010 ASTM A 192 (11000/13000)","KILOGRAMO","ADLER STEEL LTD","0.00"
"VENTA","44,45 x 4,00 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 4,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,75 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,60 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/7000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,55 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,20 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,20 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 3,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","44,45 x 3,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","TUPER","1.54"
"VENTA","44,45 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4350/4350)","KILOGRAMO","","0.00"
"COMPRA","44,45 x 2,65 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (4350/4350)","KILOGRAMO","TUPER","1.74"
"VENTA","44,45 x 2,50 x CC RI LC SAE 1010 DIN 2394 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 2,50 x CC RI DEC F-24 SAE 1004/1008 IRAM 500-2590 (4350/4350)","KILOGRAMO","","0.00"
"COMPRA","44,45 x 2,50 x CC RI DEC F-24 SAE 1004/1008 IRAM 500-2590 (4350/4350)","KILOGRAMO","ORTIZ","1.99"
"VENTA","44,45 x 2,25 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","","0.00"
"COMPRA","44,45 x 2,00 x CC RI LC SAE 1010 DIN 2394/ EN10305-3 (6000/6000)","KILOGRAMO","TUPER","1.66"
"VENTA","44,45 x 2,00 x CC RI LC SAE 1010 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 2,00 x CC RI LC SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 1,80 x CC RI LF SAE 1010 DIN 2394 (7000/7000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 1,60 x CC RI LF SAE 1004/1008 IRAM 500-2590 (6000/6000)","KILOGRAMO","","0.00"
"VENTA","44,45 x 1,25 x CC RI LF SAE 1004/1008 IRAM 500-2590 (5000/5000)","KILOGRAMO","","0.00"
"VENTA","42,20 x 8,00 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","42,20 x 8,00 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","42,20 x 8,00 x SC SAE 1008 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","42,20 x 8,00 x SC SAE 1004/1008 ASTM A 519 (12150/12150)","KILOGRAMO","","0.00"
"VENTA","42,20 x 7,01 x SC SAE 1010 ASTM A 519 (11000/13000)","KILOGRAMO","","0.00"
"VENTA","42,20 x 7,01 x SC SAE 1010 (12000/12000)","KILOGRAMO","","0.00"
"VENTA","42,20 x 7,01 x SC SAE 1008/1010   ASTM A 519 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","42,20 x 6,35 x SC SAE 1008/1010   ASTM A 519 1 1/4"" SCH 160 (5800/5800)","KILOGRAMO","","0.00"
"VENTA","42,20 x 6,35 x SC SAE 1008 ASTM A 519 1 1/4"" SCH 160 (11000/13000)","KILOGRAMO","","0.00"
